source,target,weight,topics,edge_type
KORN Agnes,tatiana.oranskaia,1,General scholarly discussion,thread_coparticipation
KORN Agnes,farkhondeh iran,1,General scholarly discussion,thread_coparticipation
KORN Agnes,"Tieken, H.J.H.",1,General scholarly discussion,thread_coparticipation
KORN Agnes,Simon Brodbeck,1,General scholarly discussion,thread_coparticipation
KORN Agnes,Richard Mahoney | Indica et Buddhica,1,General scholarly discussion,thread_coparticipation
KORN Agnes,"Ram-Prasad, Chakravarthi",1,General scholarly discussion,thread_coparticipation
KORN Agnes,Philipp Maas,1,General scholarly discussion,thread_coparticipation
KORN Agnes,Patricia Sauthoff,1,General scholarly discussion,thread_coparticipation
KORN Agnes,Paolo Eugenio Rosati,1,General scholarly discussion,thread_coparticipation
KORN Agnes,"Olivelle, J P",1,General scholarly discussion,thread_coparticipation
KORN Agnes,Michael Brattus Jones,1,General scholarly discussion,thread_coparticipation
KORN Agnes,Matthew Clark,1,General scholarly discussion,thread_coparticipation
Matthew Clark,Patricia Sauthoff,1,General scholarly discussion,thread_coparticipation
Matthew Clark,Paolo Eugenio Rosati,1,General scholarly discussion,thread_coparticipation
Matthew Clark,"Olivelle, J P",1,General scholarly discussion,thread_coparticipation
Matthew Clark,Michael Brattus Jones,1,General scholarly discussion,thread_coparticipation
Malcolm Keating,tatiana.oranskaia,1,General scholarly discussion,thread_coparticipation
Malcolm Keating,farkhondeh iran,1,General scholarly discussion,thread_coparticipation
Malcolm Keating,"Walser, Joseph",1,General scholarly discussion,thread_coparticipation
Malcolm Keating,"Uskokov, Aleksandar",1,General scholarly discussion,thread_coparticipation
Malcolm Keating,"Tieken, H.J.H.",1,General scholarly discussion,thread_coparticipation
Malcolm Keating,Simon Brodbeck,1,General scholarly discussion,thread_coparticipation
Malcolm Keating,"Ram-Prasad, Chakravarthi",1,General scholarly discussion,thread_coparticipation
Malcolm Keating,Philipp Maas,1,General scholarly discussion,thread_coparticipation
Malcolm Keating,Patricia Sauthoff,1,General scholarly discussion,thread_coparticipation
Malcolm Keating,Paolo Eugenio Rosati,1,General scholarly discussion,thread_coparticipation
Malcolm Keating,"Olivelle, J P",1,General scholarly discussion,thread_coparticipation
Malcolm Keating,Nagaraj Paturi,1,General scholarly discussion,thread_coparticipation
n.rao at rz.uni-sb.de,shailesh at cair.ernet.in,1,General scholarly discussion,thread_coparticipation
"Aditya, The Hindu Skeptic",Frederick M Asher,1,General scholarly discussion,thread_coparticipation
ZYSK at ACFcluster.NYU.EDU,pslvax!sadhu at UCSD.EDU,1,General scholarly discussion,thread_coparticipation
Frederick M Asher,pslvax!sadhu at UCSD.EDU,1,General scholarly discussion,thread_coparticipation
Frederick M Asher,Richard Salomon,1,General scholarly discussion,thread_coparticipation
S Jain,kichenas at math.umn.edu,1,Texts and philology,thread_coparticipation
Robin Kornman,kichenas at math.umn.edu,1,Texts and philology,thread_coparticipation
Robin Kornman,S Jain,1,Texts and philology,thread_coparticipation
P.Magnone at agora.stm.it,kichenas at math.umn.edu,1,Texts and philology,thread_coparticipation
P.Magnone at agora.stm.it,S Jain,1,Texts and philology,thread_coparticipation
P.Magnone at agora.stm.it,Robin Kornman,1,Texts and philology,thread_coparticipation
Matthew Clark,"Tieken, H.J.H.",1,General scholarly discussion,thread_coparticipation
Matthew Clark,Simon Brodbeck,1,General scholarly discussion,thread_coparticipation
Matthew Clark,Richard Mahoney | Indica et Buddhica,1,General scholarly discussion,thread_coparticipation
Matthew Clark,"Ram-Prasad, Chakravarthi",1,General scholarly discussion,thread_coparticipation
Matthew Clark,Philipp Maas,1,General scholarly discussion,thread_coparticipation
Michael Brattus Jones,"Walser, Joseph",1,General scholarly discussion,thread_coparticipation
Michael Brattus Jones,"Uskokov, Aleksandar",1,General scholarly discussion,thread_coparticipation
Michael Brattus Jones,"Tieken, H.J.H.",1,General scholarly discussion,thread_coparticipation
Michael Brattus Jones,Simon Brodbeck,1,General scholarly discussion,thread_coparticipation
Michael Brattus Jones,Richard Mahoney | Indica et Buddhica,1,General scholarly discussion,thread_coparticipation
Michael Brattus Jones,"Ram-Prasad, Chakravarthi",1,General scholarly discussion,thread_coparticipation
Michael Brattus Jones,Philipp Maas,1,General scholarly discussion,thread_coparticipation
Michael Brattus Jones,Patricia Sauthoff,1,General scholarly discussion,thread_coparticipation
Michael Brattus Jones,Paolo Eugenio Rosati,1,General scholarly discussion,thread_coparticipation
Michael Brattus Jones,"Olivelle, J P",1,General scholarly discussion,thread_coparticipation
Matthew Clark,tatiana.oranskaia,1,General scholarly discussion,thread_coparticipation
Matthew Clark,farkhondeh iran,1,General scholarly discussion,thread_coparticipation
Matthew Clark,"Walser, Joseph",1,General scholarly discussion,thread_coparticipation
Matthew Clark,"Uskokov, Aleksandar",1,General scholarly discussion,thread_coparticipation
shailesh at cair.ernet.in,tmeadow at BearRiver.com,1,General scholarly discussion,thread_coparticipation
n.rao at rz.uni-sb.de,tmeadow at BearRiver.com,1,General scholarly discussion,thread_coparticipation
Patricia Sauthoff,Simon Brodbeck,1,General scholarly discussion,thread_coparticipation
Patricia Sauthoff,"Ram-Prasad, Chakravarthi",1,General scholarly discussion,thread_coparticipation
Patricia Sauthoff,Philipp Maas,1,General scholarly discussion,thread_coparticipation
Paolo Eugenio Rosati,tatiana.oranskaia,1,General scholarly discussion,thread_coparticipation
Paolo Eugenio Rosati,farkhondeh iran,1,General scholarly discussion,thread_coparticipation
Paolo Eugenio Rosati,Simon Brodbeck,1,General scholarly discussion,thread_coparticipation
Paolo Eugenio Rosati,Richard Mahoney | Indica et Buddhica,1,General scholarly discussion,thread_coparticipation
Paolo Eugenio Rosati,"Ram-Prasad, Chakravarthi",1,General scholarly discussion,thread_coparticipation
Paolo Eugenio Rosati,Philipp Maas,1,General scholarly discussion,thread_coparticipation
Paolo Eugenio Rosati,Patricia Sauthoff,1,General scholarly discussion,thread_coparticipation
"Olivelle, J P",farkhondeh iran,1,General scholarly discussion,thread_coparticipation
"Olivelle, J P",Simon Brodbeck,1,General scholarly discussion,thread_coparticipation
"Olivelle, J P",Patricia Sauthoff,1,General scholarly discussion,thread_coparticipation
"Olivelle, J P",Paolo Eugenio Rosati,1,General scholarly discussion,thread_coparticipation
Michael Brattus Jones,tatiana.oranskaia,1,General scholarly discussion,thread_coparticipation
Michael Brattus Jones,farkhondeh iran,1,General scholarly discussion,thread_coparticipation
Simon Brodbeck,farkhondeh iran,1,General scholarly discussion,thread_coparticipation
Simon Brodbeck,"Walser, Joseph",1,General scholarly discussion,thread_coparticipation
Simon Brodbeck,"Tieken, H.J.H.",1,General scholarly discussion,thread_coparticipation
Richard Mahoney | Indica et Buddhica,tatiana.oranskaia,1,General scholarly discussion,thread_coparticipation
Richard Mahoney | Indica et Buddhica,farkhondeh iran,1,General scholarly discussion,thread_coparticipation
Richard Mahoney | Indica et Buddhica,"Uskokov, Aleksandar",1,General scholarly discussion,thread_coparticipation
"Ram-Prasad, Chakravarthi",tatiana.oranskaia,1,General scholarly discussion,thread_coparticipation
"Ram-Prasad, Chakravarthi","Walser, Joseph",1,General scholarly discussion,thread_coparticipation
"Ram-Prasad, Chakravarthi","Uskokov, Aleksandar",1,General scholarly discussion,thread_coparticipation
"Ram-Prasad, Chakravarthi",Simon Brodbeck,1,General scholarly discussion,thread_coparticipation
"Ram-Prasad, Chakravarthi",Richard Mahoney | Indica et Buddhica,1,General scholarly discussion,thread_coparticipation
Philipp Maas,tatiana.oranskaia,1,General scholarly discussion,thread_coparticipation
Philipp Maas,farkhondeh iran,1,General scholarly discussion,thread_coparticipation
Philipp Maas,"Ram-Prasad, Chakravarthi",1,General scholarly discussion,thread_coparticipation
Patricia Sauthoff,tatiana.oranskaia,1,General scholarly discussion,thread_coparticipation
Patricia Sauthoff,farkhondeh iran,1,General scholarly discussion,thread_coparticipation
Luis Arnold Gonzalez-Reimann,Robin Kornman,1,Texts and philology,thread_coparticipation
Luis Arnold Gonzalez-Reimann,P.Magnone at agora.stm.it,1,Texts and philology,thread_coparticipation
Edward Beach,kichenas at math.umn.edu,1,Texts and philology,thread_coparticipation
Edward Beach,S Jain,1,Texts and philology,thread_coparticipation
Edward Beach,Robin Kornman,1,Texts and philology,thread_coparticipation
Edward Beach,P.Magnone at agora.stm.it,1,Texts and philology,thread_coparticipation
Edward Beach,Luis Arnold Gonzalez-Reimann,1,Texts and philology,thread_coparticipation
David Ambuel,kichenas at math.umn.edu,1,Texts and philology,thread_coparticipation
David Ambuel,S Jain,1,Texts and philology,thread_coparticipation
David Ambuel,Robin Kornman,1,Texts and philology,thread_coparticipation
David Ambuel,P.Magnone at agora.stm.it,1,Texts and philology,thread_coparticipation
David Ambuel,Luis Arnold Gonzalez-Reimann,1,Texts and philology,thread_coparticipation
David Ambuel,Edward Beach,1,Texts and philology,thread_coparticipation
"Coburn, Tom",kichenas at math.umn.edu,1,Texts and philology,thread_coparticipation
"Uskokov, Aleksandar","Walser, Joseph",1,General scholarly discussion,thread_coparticipation
Simon Brodbeck,tatiana.oranskaia,1,General scholarly discussion,thread_coparticipation
Daniel Balogh,Lubomír Ondračka,1,General scholarly discussion,thread_coparticipation
farkhondeh iran,rainer stuhrmann,1,General scholarly discussion,thread_coparticipation
Jesse Knutson,rainer stuhrmann,1,General scholarly discussion,thread_coparticipation
Jesse Knutson,farkhondeh iran,1,General scholarly discussion,thread_coparticipation
Joanna Jurewicz,Patricia Sauthoff,1,Digital resources and tools,thread_coparticipation
Agathe Keller,Ananya Vajpeyi,1,General scholarly discussion,thread_coparticipation
Patricia Sauthoff,Shrinivasa Varakhedi,1,General scholarly discussion,thread_coparticipation
Herman Tull,Shrinivasa Varakhedi,1,General scholarly discussion,thread_coparticipation
Loriliai Biernacki,"Uskokov, Aleksandar",1,Bibliographic requests,thread_coparticipation
farkhondeh iran,tatiana.oranskaia,1,General scholarly discussion,thread_coparticipation
"Walser, Joseph",tatiana.oranskaia,1,General scholarly discussion,thread_coparticipation
"Walser, Joseph",farkhondeh iran,1,General scholarly discussion,thread_coparticipation
"Uskokov, Aleksandar",tatiana.oranskaia,1,General scholarly discussion,thread_coparticipation
"Uskokov, Aleksandar",farkhondeh iran,1,General scholarly discussion,thread_coparticipation
Luis Arnold Gonzalez-Reimann,kichenas at math.umn.edu,1,Texts and philology,thread_coparticipation
Luis Arnold Gonzalez-Reimann,S Jain,1,Texts and philology,thread_coparticipation
Alex Watson,John Huntington,1,General scholarly discussion,thread_coparticipation
Alex Watson,Asko Parpola,1,General scholarly discussion,thread_coparticipation
Adriano Aprigliano,Jan E.M. Houben,1,Grammar and linguistics,thread_coparticipation
Adriano Aprigliano,Harry Spier,1,Grammar and linguistics,thread_coparticipation
Paolo Eugenio Rosati,Roland Steiner,1,Texts and philology,thread_coparticipation
Agathe Keller,Roland Steiner,1,Texts and philology,thread_coparticipation
Agathe Keller,Paolo Eugenio Rosati,1,Texts and philology,thread_coparticipation
Matthew Kapstein,Nicole Karapanagiotis,1,General scholarly discussion,thread_coparticipation
Harry Spier,Nicole Karapanagiotis,1,General scholarly discussion,thread_coparticipation
"Lindquist, Steven","Rocher, Rosane D",1,General scholarly discussion,thread_coparticipation
"Lindquist, Steven","Olivelle, J P",1,General scholarly discussion,thread_coparticipation
Arlo Griffiths,"Rocher, Rosane D",1,General scholarly discussion,thread_coparticipation
Arlo Griffiths,"Lindquist, Steven",1,General scholarly discussion,thread_coparticipation
Daniel Balogh,"Tieken, H.J.H.",1,General scholarly discussion,thread_coparticipation
Daniel Balogh,Nagaraj Paturi,1,General scholarly discussion,thread_coparticipation
Daniel Balogh,Madhav Deshpande,1,General scholarly discussion,thread_coparticipation
"Coburn, Tom",P.Magnone at agora.stm.it,1,Texts and philology,thread_coparticipation
"Coburn, Tom",Luis Arnold Gonzalez-Reimann,1,Texts and philology,thread_coparticipation
"Coburn, Tom",Edward Beach,1,Texts and philology,thread_coparticipation
"Coburn, Tom",David Ambuel,1,Texts and philology,thread_coparticipation
sjohar at library.usyd.edu.au,svagah at sb.su.se,1,General scholarly discussion,thread_coparticipation
pclaus at s1.csuhayward.edu,svagah at sb.su.se,1,General scholarly discussion,thread_coparticipation
n.rao at rz.uni-sb.de,svagah at sb.su.se,1,General scholarly discussion,thread_coparticipation
n.rao at rz.uni-sb.de,sjohar at library.usyd.edu.au,1,General scholarly discussion,thread_coparticipation
l.m.fosse at easteur-orient.uio.no,sjohar at library.usyd.edu.au,1,General scholarly discussion,thread_coparticipation
Sid Harth,svagah at sb.su.se,1,General scholarly discussion,thread_coparticipation
Asko Parpola,naresh keerthi,1,General scholarly discussion,thread_coparticipation
Asko Parpola,"Michaels, Axel",1,General scholarly discussion,thread_coparticipation
Asko Parpola,John Huntington,1,General scholarly discussion,thread_coparticipation
Alex Watson,naresh keerthi,1,General scholarly discussion,thread_coparticipation
Alex Watson,"Tieken, H.J.H.",1,General scholarly discussion,thread_coparticipation
Alex Watson,"Olivelle, J P",1,General scholarly discussion,thread_coparticipation
Raja Rosenhagen,Robert Leach,1,General scholarly discussion,thread_coparticipation
Jeffery Long,Raja Rosenhagen,1,General scholarly discussion,thread_coparticipation
Anna Aurelia Esposito,Robert Leach,1,General scholarly discussion,thread_coparticipation
Anna Aurelia Esposito,Raja Rosenhagen,1,General scholarly discussion,thread_coparticipation
George Hart,Matthew Scarborough,1,General scholarly discussion,thread_coparticipation
Dieter Gunkel,alakendu das,1,General scholarly discussion,thread_coparticipation
Dieter Gunkel,"Tieken, H.J.H.",1,General scholarly discussion,thread_coparticipation
"Uskokov, Aleksandar",naresh keerthi,1,General scholarly discussion,thread_coparticipation
"Olivelle, J P",naresh keerthi,1,General scholarly discussion,thread_coparticipation
"Michaels, Axel",naresh keerthi,1,General scholarly discussion,thread_coparticipation
"Michaels, Axel","Uskokov, Aleksandar",1,General scholarly discussion,thread_coparticipation
Lubomír Ondračka,"Michaels, Axel",1,General scholarly discussion,thread_coparticipation
John Huntington,naresh keerthi,1,General scholarly discussion,thread_coparticipation
John Huntington,"Uskokov, Aleksandar",1,General scholarly discussion,thread_coparticipation
"Coburn, Tom",S Jain,1,Texts and philology,thread_coparticipation
"Coburn, Tom",Robin Kornman,1,Texts and philology,thread_coparticipation
P.G.Moore at ukc.ac.uk,n.rao at rz.uni-sb.de,1,General scholarly discussion,thread_coparticipation
P.G.Moore at ukc.ac.uk,l.m.fosse at easteur-orient.uio.no,1,General scholarly discussion,thread_coparticipation
